CS452,Internet Protocols,3-0-0,6,CD
CS453,Wireless Sensor Networks,3-0-0,6,BB
CS499,Project - II,0-0-16,16,BC
HS441,Industrial and Organizational Psychology,3-0-0,6,CC
PH403,Photovoltaics & Fuel Cell Technology,3-0-0,6,AB
