CH102,Chemistry - II,3-0-0,6,BB
CS101,Introduction to Computing,3-0-0,6,BC
CS110,Computing Laboratory,0-0-3,3,BB
EE102,Basic Electronics Laboratory,0-0-4,4,AB
MA102,Mathematics - II,3-1-0,8,BB
ME101,Engineering Mechanics,3-1-0,8,BC
ME110,Workshop - I,0-0-3,3,AA
PH102,Physics - II,2-1-0,6,BB
