CS449,Computer and Network Security,3-0-0,6,BB
CS452,Internet Protocols,3-0-0,6,BB
CS499,Project - II,0-0-16,16,AA
HS441,Industrial and Organizational Psychology,3-0-0,6,BB
MA412,Matrix Computation,3-0-0,6,BC
