CS201,Object Oriented Programming and Data Structures,3-0-3,9,BC
CS203,Discrete Mathematics,3-0-0,6,BB
CS221,Digital Design,3-0-0,6,BB
EE220,"Signal, System and Networks",3-1-0,8,BC
HS221,Fundamentals of Linguistics Science,3-0-0,6,AB
MA201,Mathematics - III,3-1-0,8,CD
