CH102,Chemistry - II,3-0-0,6,CC
CS101,Introduction to Computing,3-0-0,6,CD
CS110,Computing Laboratory,0-0-3,3,BC
EE102,Basic Electronics Laboratory,0-0-4,4,BC
MA102,Mathematics - II,3-1-0,8,BC
ME101,Engineering Mechanics,3-1-0,8,CD
ME110,Workshop - I,0-0-3,3,BB
PH102,Physics - II,2-1-0,6,CD
