CS400,Summer Training,0-0-0,2,AB
CS421,Computer Peripherals and Interfacing,3-0-0,6,DD
CS422,Peripherals and Interfacing Lab,0-1-3,5,DD
CS443,Distributed Systems,3-0-0,6,BB
CS461,Artificial Intelligence,3-0-0,6,BC
CS498,Project - I,0-0-10,10,BC
MA410,"Graphs, Groups and Network",3-0-0,6,CC
