CH101,Chemistry - I,3-1-0,8,BC
CH110,Chemistry Laboratory,0-0-3,3,BB
EE101,Electrical Sciences,3-1-0,8,BC
HS101,English : Language Through Literature,3-0-0,6,AB
MA101,Mathematics - I,3-1-0,8,BC
ME111,Engineering Drawing,2-0-3,7,BB
PH101,Physics - I,2-1-0,6,BB
PH110,Physics Laboratory,0-0-3,3,AA
