CS453,Wireless Sensor Networks,3-0-0,6,AB
CS499,Project - II,0-0-16,16,CC
CS502,Pattern Recognition,3-0-0,6,CC
HS441,Industrial and Organizational Psychology,3-0-0,6,BC
PH403,Photovoltaics & Fuel Cell Technology,3-0-0,6,DD
