CS449,Computer and Network Security,3-0-0,6,BB
CS453,Wireless Sensor Networks,3-0-0,6,AB
CS499,Project - II,0-0-16,16,AB
HS441,Industrial and Organizational Psychology,3-0-0,6,AB
MA412,Matrix Computation,3-0-0,6,AA
