CS201,Object Oriented Programming and Data Structures,3-0-3,9,CD
CS203,Discrete Mathematics,3-0-0,6,BC
CS221,Digital Design,3-0-0,6,DD
EE220,"Signal, System and Networks",3-1-0,8,DD
HS201,Introductory Microeconomics,3-0-0,6,CC
MA201,Mathematics - III,3-1-0,8,DD
